Date,Control,Category,OUT,EXPORTS,HSB,ProjectExports,ATE,AUO,FW,OMR,ESA,Both,AF,DS,DSVOL,OMRDIF,HORB,Vernalis,SystemCapacity,SWP,CVP,SWPbelowCap,CVPbelowCap,UnimpairedDeltaIn,UnimpairedDeltaOut,TOT
4/2/2012,JSA,AF,33274,1856,4800,1821,9159,19315,0,-1063,9159,,9159,,,,in,1610,10980,997,824,5683,3476,104915.3649,102479.8482,35708
4/3/2012,JSA,AF,33568,1814,4800,1798,9182,19586,0,-1979,9182,,9182,,,,in,1610,10980,972,826,5708,3474,89064.36487,86831.84821,35757
4/4/2012,JSA,AF,30496,1840,4800,1827,9153,16543,0,-1476,9153,,9153,,,,in,1720,10980,1000,827,5680,3473,76198.03154,73947.51487,32728
4/5/2012,JSA,AF,26477,1841,4800,1823,9157,12520,518.85,-1088,8638.15,,8638.15,,,,in,1820,10980,999,824,5681,3476,70747.98987,67319.47321,29889
4/6/2012,JSA,AF,23919,2029,4800,2013,8967,10152,1352.9,-1207,7614.1,,7614.1,,,,in,2020,10980,1190,823,5490,3477,61945.23987,58529.72321,27506
4/7/2012,JSA,AF,21963,2040,4800,2020,8960,8203,2036.45,-2172,6923.55,,6923.55,,,,in,2240,10980,1198,822,5482,3478,57619.48987,54211.97321,25553
4/8/2012,JSA,AF,18937,2836,4800,2815,8165,5972,2711.95,-2690,5453.05,,5453.05,,,,in,2470,10980,1991,824,4689,3476,54382.73987,50675.22321,23623
4/9/2012,JSA,AF,17958,2841,4800,2822,8158,5000,3052.85,-3010,5105.15,,5105.15,,,,in,2640,10980,1996,826,4684,3474,50909.03154,47201.51487,22649
4/10/2012,JSA,AF,17196,2845,4800,2827,8153,4243,3326.2,-2800,4826.8,,4826.8,,,,in,2700,10980,1998,829,4682,3471,50803.15654,47119.63987,21868
4/11/2012,JSA,AF,17340,2647,4800,2634,8346,4194,3508.2,-2328,4837.8,,4837.8,,,,in,2620,10980,1807,827,4873,3473,54503.73987,51285.22321,21348
4/12/2012,JSA,AF,22879,2642,4800,2623,8357,9722,3165.2,-2598,5191.8,,5191.8,,,,in,2620,10980,1798,825,4882,3475,54836.48987,56171.97321,22328
4/13/2012,JSA,AF,34466,2635,4800,2618,8362,21304,147.5,-2201,8214.5,,8214.5,,,,in,2810,10980,1790,828,4890,3472,75451.86487,79745.34821,30950
4/14/2012,JSA,AF,43077,2641,4800,2625,8355,29922,0,-1098,8355,,8355,,,,in,3030,10980,1799,826,4881,3474,78547.44821,82821.93154,39586
4/15/2012,Vernalis,F&W,44402,3695,4800,3676,7304,32298,7304,-2107,,,,,,,in,3100,10980,2289,1387,4391,2913,79288.57321,83566.05654,41962
4/16/2012,Vernalis,F&W,41426,3615,4800,3612,7368,29258,7368,-2840,,,,,,,in,3390,10980,1997,1615,4683,2685,71141.23987,74960.72321,39365
4/17/2012,Vernalis,F&W,32724,3052,4800,3045,7935,19989,7935,-2577,,,,,,,in,3350,10980,1989,1056,4691,3244,67072.61487,66298.09821,34693
4/18/2012,Vernalis,F&W,24957,3217,4800,3212,7768,12389,7768,-2398,,,,,,,in,3110,10980,2390,822,4290,3478,62978.78154,59239.26487,30056
4/19/2012,Vernalis,F&W,21695,3224,4800,3217,7763,9132,7763,-2410,,,,,,,in,2820,10980,2394,823,4286,3477,68726.28154,65007.76487,26779
4/20/2012,Vernalis,F&W,20394,3044,4800,3029,7951,7643,7951,-2772,,,,,,,in,2690,10980,1793,1236,4887,3064,72401.65654,68644.13987,25338
4/21/2012,Vernalis,F&W,20200,2872,4800,2845,8135,7265,8135,-2940,,,,,,,in,2820,10980,1194,1651,5486,2649,74171.28154,70446.76487,24939
4/22/2012,JSA,AF,20362,1795,4800,1769,9211,6351,8203.333333,-2860,1007.666667,,1007.666667,,,,in,2820,10980,696,1073,5984,3227,81214.48987,77456.97321,24057
4/23/2012,JSA,AF,19922,1562,4800,1532,9448,5674,8203.333333,-1439,1244.666667,,1244.666667,,,,in,2760,10980,696,836,5984,3464,88645.90654,84976.38987,23297
4/24/2012,JSA,AF,22485,1556,4800,1526,9454,8231,8180,-937,1274,,1274,,,,in,2530,10980,695,831,5985,3469,87148.53154,83396.01487,25936
4/25/2012,JSA,AF,27035,1557,4800,1529,9451,12784,8276.666667,-1719,1174.333333,,1174.333333,,,,in,2310,10980,697,832,5983,3468,89654.23987,88653.72321,27735
4/26/2012,JSA,AF,28225,1529,4800,1496,9484,13941,8446.666667,-900,1037.333333,,1037.333333,,,,in,2310,10980,663,833,6017,3467,106805.9899,106017.4732,28685
4/27/2012,JSA,AF,32057,1551,4800,1520,9460,17797,8596.666667,-229,863.3333333,,863.3333333,,,,in,2370,10980,691,829,5989,3471,134847.7399,134071.2232,32527
4/28/2012,JSA,AF,35336,1549,4800,1524,9456,21080,8650,-1252,806,,806,,,,in,2340,10980,698,826,5982,3474,108777.2815,107924.7649,35880
4/29/2012,JSA,AF,34147,1535,4800,1504,9476,19871,8640,-1499,836,,836,,,,in,2340,10980,680,824,6000,3476,91907.86487,91080.34821,34652
4/30/2012,JSA,AF,29028,1583,4800,1553,9427,14801,8630,-1922,797,,797,,,,in,2410,10980,686,867,5994,3433,78286.9251,74678.40843,32362
5/1/2012,Vernalis,F&W,26532,2438,4800,2303,8977,12755,8977,-2660,,,,,,,in,2530,11280,1342,961,5338,3639,73179.71677,71680.70064,30909
5/2/2012,Vernalis,F&W,25527,2506,4800,2333,8947,11780,8947,-2710,,,,,,,in,2740,11280,1345,988,5335,3612,72569.6751,71058.65897,29983
5/3/2012,Vernalis,F&W,24409,2657,4800,2484,8796,10813,8796,-2690,,,,,,,in,2990,11280,1495,989,5185,3611,67880.9251,66325.90897,29061
5/4/2012,Vernalis,F&W,23386,2810,4800,2635,8645,9941,8645,-2760,,,,,,,in,3120,11280,1645,990,5035,3610,65128.1751,63518.15897,28246
5/5/2012,Vernalis,F&W,21038,3167,4800,2984,8296,7942,8296,-3000,,,,,,,in,3180,11280,1990,994,4690,3606,58770.63343,57154.61731,26261
5/6/2012,Vernalis,F&W,19529,3277,4800,3092,8188,6541,8188,-3180,,,,,,,in,3220,11280,2098,994,4582,3606,54525.5501,52916.53397,24855
5/7/2012,Vernalis,F&W,18648,3139,4800,2947,8333,5515,8333,-3190,,,,,,,in,3300,11280,1943,1004,4737,3596,53169.34177,51507.32564,23888
5/8/2012,JSA,AF,18192,1724,4800,1523,9757,3635,8046.666667,-2561,1710.333333,,1710.333333,,,,in,3310,11280,507,1016,6173,3584,54097.00843,52386.99231,22066
5/9/2012,JSA,AF,16296,1744,4800,1520,9760,1736,8003.333333,-2024,1756.666667,,1756.666667,,,,in,3230,11280,635,885,6045,3715,53093.71677,51399.70064,20174
5/10/2012,JSA,AF,15532,1736,4800,1518,9762,970,8000,-1282,1762,,1762,,,,in,3860,11280,692,826,5988,3774,50179.63343,48469.61731,19418
5/11/2012,JSA,AF,15668,1759,4800,1524,9756,1112,7813.333333,-1181,1942.666667,,1942.666667,,,,in,4310,11280,697,827,5983,3773,49796.46677,48059.45064,19604
5/12/2012,JSA,AF,14936,1752,4800,1522,9758,378,7480,-1999,2278,,2278,,,,in,4350,11280,696,826,5984,3774,47321.00843,45460.99231,18988
5/13/2012,Vernalis,F&W,11126,4348,4800,4126,6326,0,6326,-3630,,,,,,,in,4400,11280,3299,827,3381,3773,49428.4251,47624.40897,17717
5/14/2012,Vernalis,F&W,11476,4534,4800,4327,6676,0,6676,-3690,,,,,,,in,4440,11280,1595,2732,5085,1868,45379.96677,43530.95064,18299
5/15/2012,Vernalis,F&W,9666,4817,4800,4698,4866,0,4866,-4720,,,,,,,in,3960,11280,654,4044,6026,556,47416.8001,45556.78397,16783
5/16/2012,JSA,AF,7377,5276,4800,5044,2577,0,2577,-5540,0,,0,,,,in,3170,11280,794,4250,5886,350,47744.50843,45789.49231,15049
5/17/2012,JSA,AF,5931,5303,4800,5044,1131,0,1131,-6010,0,,0,,,,in,2780,11280,793,4251,5887,349,49060.38343,47085.36731,13649
5/18/2012,JSA,AF,6079,5329,4800,5054,1279,0,1279,-5370,0,,0,,,,in,2600,11280,791,4263,5889,337,44376.6751,42410.65897,13813
5/19/2012,JSA,AF,6778,4283,4800,4007,1978,0,1978,-4510,0,,0,,,,in,2540,11280,2194,1813,4486,2787,43000.3001,41012.28397,13489
5/20/2012,JSA,AF,6187,4799,4800,4524,1387,0,1387,-4570,0,,0,,,,in,2450,11280,3698,826,2982,3774,39355.1751,37304.15897,13477
5/21/2012,JSA,AF,6324,4804,4800,4526,1524,0,1524,-5160,0,,0,,,,in,2510,11280,3699,827,2981,3773,38099.8001,36052.78397,13616
5/22/2012,JSA,AF,6780,4804,4800,4517,1980,0,1980,-4980,0,,0,,,,in,2470,11280,3690,827,2990,3773,36582.25843,34484.24231,14122
5/23/2012,JSA,AF,6728,4277,4800,4022,1928,0,1928,-4000,0,,0,,,,in,2520,11280,3195,827,3485,3773,35826.00843,33684.99231,13586
5/24/2012,JSA,AF,8683,1773,4800,1531,3883,0,2300,-2940,1583,,1583,,,,in,2510,11280,703,828,5977,3772,34278.21677,32089.20064,13085
5/25/2012,JSA,AF,9237,1814,4800,1539,4437,0,2300,-1627,2137,,2137,,,,in,2330,11280,699,840,5981,3760,31071.71677,28825.70064,13737
5/26/2012,JSA,AF,9291,1807,4800,1519,4491,0,2300,-1419,2191,,2191,,,,in,2240,11280,695,824,5985,3776,30920.46677,28679.45064,13779
5/27/2012,JSA,AF,9124,1797,4800,1513,4324,0,2300,-1669,2024,,2024,,,,in,2480,11280,692,821,5988,3779,27804.71677,25444.70064,13721
5/28/2012,JSA,AF,8916,1758,4800,1514,4116,0,2300,-2530,1816,,1816,,,,in,2520,11280,691,823,5989,3777,27058.5501,24648.53397,13524
5/29/2012,E/I,F&W,6228,5125,4800,4867,1428,0,1428,-4740,0,,0,,,,in,2390,11280,3491,1376,3189,3224,27391.3001,25117.28397,14068
5/30/2012,E/I,F&W,6175,5127,4800,4851,1375,0,1375,-5680,0,,0,,,,in,2350,11280,3199,1652,3481,2948,25772.9251,23323.90897,14191
5/31/2012,E/I,F&W,5468,4857,4800,4594,668,0,668,-5390,0,,0,,,,in,1960,11280,2989,1605,3691,2995,22287.23925,19783.22312,13269
6/1/2012,OMR,AF,5826,3558,4800,3279,1026,0,1026,-4970,0,,0,,,,in,1810,11280,1595,1684,5085,2916,21969.61425,20489.02536,12377
6/2/2012,OMR,AF,5664,3485,4800,3214,864,0,864,-4410,0,,0,,,,in,1750,11280,1598,1616,5082,2984,23517.40592,21994.81703,12185
6/3/2012,OMR,AF,5850,3469,4800,3214,1050,0,1050,-3530,0,,0,,,,in,1700,11280,1595,1619,5085,2981,22972.90592,21404.31703,12402
6/4/2012,OMR,AF,5625,3467,4800,3206,825,0,825,-3440,0,,0,,,,out,1570,11280,1589,1617,5091,2983,22030.11425,20645.52536,11990
6/5/2012,OMR,AF,6180,3469,4800,3211,1380,0,1380,-2925.302409,0,,0,,,,out,1570,11280,1595,1616,5085,2984,23875.36425,22442.77536,12595
6/6/2012,OMR,AF,7147,3486,4800,3207,2347,0,2300,-2941.695901,47,,47,,,,out,1490,11280,1597,1610,5083,2990,25750.86425,24265.27536,13632
6/7/2012,X2,F&W,7707,4293,4800,3831,2907,0,2907,-3410.139941,,,,,,,out,1450,11280,1592,2239,5088,2361,25266.86425,23729.27536,15052
6/8/2012,X2,F&W,8387,4586,4800,4097,3587,0,3587,-3635.140622,,,,,,,out,1400,11280,1597,2500,5083,2100,24863.53092,23283.94203,16066
6/9/2012,X2,F&W,8645,4559,4800,4087,3845,0,3845,-2831.05643,,,,,,,out,1370,11280,1593,2494,5087,2106,20583.15592,18718.56703,16582
6/10/2012,X2,F&W,7742,4561,4800,4083,2942,0,2942,-3870,,,,,,,out,1450,11280,1596,2487,5084,2113,20346.19758,18425.60869,15737
6/11/2012,X2,F&W,7029,4559,4800,4084,2229,0,2229,-4450,,,,,,,out,1430,11280,1597,2487,5083,2113,19968.07258,17998.48369,15071
6/12/2012,X2,F&W,6296,4507,4800,4081,1496,0,1496,-4690,,,,,,,out,1410,11280,1589,2492,5091,2108,19116.03092,17109.44203,14324
6/13/2012,X2,F&W,6484,4527,4800,4088,1684,0,1684,-4790,,,,,,,out,1350,11280,1591,2497,5089,2103,17754.78092,15692.19203,14587
6/14/2012,X2,F&W,8317,2384,4800,1950,3517,0,3517,-3480,,,,,,,out,1310,11280,685,1265,5995,3335,17169.94758,15047.35869,14337
6/15/2012,X2,F&W,8572,2478,4800,2029,3772,0,3772,-2810,,,,,,,out,1440,11280,1198,831,5482,3769,16378.40592,14141.81703,14800
6/16/2012,X2,F&W,8240,3310,4800,2793,3440,0,3440,-3070,,,,,,,out,1440,11280,1189,1604,5491,2996,16297.73925,14077.15036,15285
6/17/2012,X2,F&W,8432,3154,4800,2690,3632,0,3632,-3350,,,,,,,out,1530,11280,996,1694,5684,2906,15138.15592,12876.56703,15361
6/18/2012,EC,HSB,9255,2945,9255,2620,0,0,0,-2740,,,,,,,out,1710,11280,996,1624,5684,2976,14553.32258,12242.73369,16024
6/19/2012,EC,HSB,10319,3095,10319,2609,0,0,0,-2206,,,,,,,out,1660,11280,989,1620,5691,2980,14281.07258,11918.48369,17290
6/20/2012,EC,HSB,10142,3129,10142,2607,0,0,0,-2810,,,,,,,out,1660,11280,990,1617,5690,2983,14855.82258,12439.23369,17201
6/21/2012,EC,HSB,9567,3070,9567,2605,0,0,0,-3250,,,,,,,out,1580,11280,989,1616,5691,2984,13953.36425,11485.77536,16618
6/22/2012,EC,HSB,9167,4143,9167,3698,0,0,0,-3720,,,,,,,out,1590,11280,1497,2201,5183,2399,13923.11425,11412.52536,17334
6/23/2012,EC,HSB,8669,4476,8669,3924,0,0,0,-3980,,,,,,,out,1680,11280,1483,2441,5197,2159,13192.07258,10687.48369,17163
6/24/2012,EC,HSB,9204,4482,9204,3932,0,0,0,-3650,,,,,,,out,1830,11280,1492,2440,5188,2160,13827.32258,11254.73369,17772
6/25/2012,EC,HSB,9001,5147,9001,4606,0,0,0,-3682.76928,,,,,,,out,1910,11280,1993,2613,4687,1987,13060.98925,10450.40036,18272
6/26/2012,EC,HSB,9540,5250,9540,4721,0,0,0,-4452.82403,,,,,,,out,1800,11280,2000,2721,4680,1879,11271.19758,8657.608693,18918
6/27/2012,EC,HSB,10048,5243,10048,4754,0,0,0,-4949.54347,,,,,,,out,1780,11280,1992,2762,4688,1838,12340.03092,9671.442026,19473
6/28/2012,EC,HSB,10283,5783,10283,5251,0,0,0,-5512.67243,,,,,,,out,1710,11280,2500,2751,4180,1849,11946.78092,9275.192026,20251
6/29/2012,EC,HSB,10870,6293,10870,5764,0,0,0,-6280,,,,,,,out,1690,11280,2997,2767,3683,1833,12934.94758,10215.35869,21396
6/30/2012,EC,HSB,10964,6260,10964,5752,0,0,0,-7510,,,,,,,out,1700,11280,2995,2757,3685,1843,12369.18325,9651.594364,21455
7/1/2012,Outflow,F&W,5245,11063,4800,10568,445,0,445,-9600,,,,,,,out,1510,11780,6995,3573,185,1027,11653.26659,9606.992393,20543
7/2/2012,Outflow,F&W,6478,9676,4800,9174,1678,0,1678,-9700,,,,,,,out,1380,11780,5986,3188,1194,1412,11683.51659,9638.242393,20389
7/3/2012,Outflow,F&W,5433,10726,4800,10209,633,0,633,-10090,,,,,,,out,1250,11780,5990,4219,1190,381,11643.18325,9550.909059,20442
7/4/2012,Outflow,F&W,6024,10104,4800,9660,1224,0,1224,-10540,,,,,,,out,1190,11780,5496,4164,1684,436,11532.26659,9448.992393,20401
7/5/2012,Outflow,F&W,6460,9729,4800,9209,1660,0,1660,-9520,,,,,,,out,1120,11780,4990,4219,2190,381,11794.43325,9654.159059,20519
7/6/2012,Outflow,F&W,6908,9711,4800,9194,2108,0,2108,-8880,,,,,,,out,1040,11780,4988,4206,2192,394,10407.97492,8260.700726,20956
7/7/2012,Outflow,F&W,6762,9669,4800,9149,1962,0,1962,-9080,,,,,,,out,1000,11780,4994,4155,2186,445,10392.84992,8272.575726,20741
7/8/2012,Outflow,F&W,6643,9711,4800,9191,1843,0,1843,-9390,,,,,,,out,1040,11780,4991,4200,2189,400,10770.97492,8637.700726,20678
7/9/2012,Outflow,F&W,6964,9705,4800,9191,2164,0,2164,-9010,,,,,,,out,1040,11780,4993,4198,2187,402,10750.80825,8607.534059,21002
7/10/2012,Outflow,F&W,6944,9677,4800,9173,2144,0,2144,-8870,,,,,,,out,907,11780,4990,4183,2190,417,10745.76659,8599.492393,20957
7/11/2012,Outflow,F&W,6817,9738,4800,9207,2017,0,2017,-9580,,,,,,,out,823,11780,4999,4208,2181,392,11315.47492,9172.200726,20888
7/12/2012,Outflow,F&W,7597,9768,4800,9224,2556,241,2556,-9880,,,,,,,out,819,11780,4989,4235,2191,365,11491.93325,9353.659059,21693
7/13/2012,Outflow,F&W,7258,10239,4800,9708,2072,386,2072,-10390,,,,,,,out,826,11780,5490,4218,1690,382,11481.84992,9335.575726,21832
7/14/2012,Outflow,F&W,6805,11200,4800,10724,1056,949,1056,-11310,,,,,,,out,806,11780,6489,4235,691,365,10856.68325,8719.409059,22332
7/15/2012,Outflow,F&W,6536,11198,4800,10709,1071,665,1071,-11560,,,,,,,out,860,11780,6493,4216,687,384,9545.849919,7395.575726,22074
7/16/2012,EC,HSB,6767,10617,6767,10142,0,0,0,-10980,,,,,,,out,916,11780,5989,4153,1191,447,9939.099919,7788.825726,21723
7/17/2012,EC,HSB,7853,10793,7853,10382,0,0,0,-10140,,,,,,,out,872,11780,5997,4385,1183,215,10019.76659,7877.492393,22978
7/18/2012,EC,HSB,7404,11431,7404,10970,0,0,0,-10640,,,,,,,out,847,11780,6499,4471,681,129,9485.349919,7339.075726,23171
7/19/2012,EC,HSB,7245,11425,7245,10960,0,0,0,-10970,,,,,,,out,869,11780,6497,4463,683,137,9087.058253,6941.784059,23005
7/20/2012,EC,HSB,7374,11404,7374,10945,0,0,0,-10690,,,,,,,out,872,11780,6493,4452,687,148,9344.183253,7249.909059,23062
7/21/2012,EC,HSB,7463,11424,7463,10926,0,0,0,-10980,,,,,,,out,819,11780,6497,4429,683,171,10392.84992,8300.575726,23169
7/22/2012,EC,HSB,7417,11414,7417,10917,0,0,0,-11320,,,,,,,out,876,11780,6487,4430,693,170,10690.30825,8602.034059,23109
7/23/2012,EC,HSB,7445,11450,7445,10936,0,0,0,-11270,,,,,,,out,948,11780,6494,4442,686,158,9369.391586,7274.117393,23180
7/24/2012,EC,HSB,8370,10949,8370,10431,0,0,0,-10500,,,,,,,out,854,11780,5989,4442,1191,158,10362.59992,8261.325726,23609
7/25/2012,EC,HSB,8197,10955,8197,10431,0,0,0,-10650,,,,,,,out,855,11780,5991,4440,1189,160,10155.89159,8112.617393,23385
7/26/2012,EC,HSB,8878,9962,8878,9438,0,0,0,-10200,,,,,,,out,806,11780,5498,3940,1682,660,10695.34992,8635.075726,23090
7/27/2012,EC,HSB,9913,9240,9913,8716,0,0,0,-9440,,,,,,,out,826,11780,4990,3726,2190,874,9530.724919,7479.450726,23394
7/28/2012,EC,HSB,10343,9231,10343,8721,0,0,0,-9020,,,,,,,out,860,11780,4993,3728,2187,872,8653.474919,6666.200726,23751
7/29/2012,EC,HSB,10640,9220,10640,8711,0,0,0,-9070,,,,,,,out,927,11780,5001,3710,2179,890,8850.099919,6859.825726,24040
7/30/2012,EC,HSB,9809,9769,9809,9245,0,0,0,-9090,,,,,,,out,960,11780,5499,3746,1681,854,9379.474919,7384.200726,23763
7/31/2012,EC,HSB,9524,9751,9524,9218,0,0,0,-9190,,,,,,,out,791,11780,5496,3722,1684,878,9071.676777,7137.402583,23399
8/1/2012,EC,HSB,9475,9753,9475,9225,0,0,0,-9510,,,,,,,out,722,11780,5496,3729,1684,871,9369.13511,6955.807153,23428
8/2/2012,EC,HSB,8590,10771,8590,10223,0,0,0,-10490,,,,,,,out,665,11780,5989,4234,1191,366,9611.13511,7197.807153,23561
8/3/2012,None-W,Infrastructure,7584,12175,4800,11627,0,2784,0,-11750,,,,,,,out,679,11780,7178,4449,2,151,8305.343443,6013.015486,23839
8/4/2012,None-W,Infrastructure,7626,12154,4800,11619,0,2826,0,-11740,,,,,,,out,723,11780,7173,4446,7,154,7337.343443,5043.015486,23862
8/5/2012,None-W,Infrastructure,7984,12109,4800,11602,0,3184,0,-11140,,,,,,,out,748,11780,7173,4429,7,171,8370.88511,6126.557153,24125
8/6/2012,None-W,Infrastructure,8522,12118,4800,11596,0,3722,0,-11070,,,,,,,out,835,11780,7176,4420,4,180,7735.63511,5486.307153,24676
8/7/2012,EC,HSB,9677,10990,9677,10459,0,0,0,-11240,,,,,,,out,831,11780,6049,4410,1131,190,7670.093443,5456.765486,24666
8/8/2012,None-W,Infrastructure,8067,12162,4800,11586,0,3267,0,-11720,,,,,,,out,748,11780,7177,4409,3,191,7498.676777,5295.34882,24219
8/9/2012,None-W,Infrastructure,5804,12082,4800,11567,0,1004,0,-12060,,,,,,,out,760,11780,7169,4398,11,202,7226.426777,5076.09882,21823
8/10/2012,EC,HSB,6502,11419,6502,10917,0,0,0,-12030,,,,,,,out,762,11780,6496,4421,684,179,7387.76011,5239.432153,21856
8/11/2012,EC,HSB,5875,11452,5875,10926,0,0,0,-11380,,,,,,,out,778,11780,6496,4430,684,170,6833.176777,4736.84882,21211
8/12/2012,Outflow,F&W,5042,11449,4800,10927,242,0,242,-11310,,,,,,,out,753,11780,6496,4431,684,169,7750.76011,5652.432153,20377
8/13/2012,None-W,Infrastructure,3366,12094,3366,11609,0,0,0,-11430,,,,,,,out,838,11780,7171,4438,9,162,7987.718443,5941.390486,19293
8/14/2012,None-W,Infrastructure,2657,12151,2657,11619,0,0,0,-12110,,,,,,,out,778,11780,7170,4449,10,151,8254.926777,6257.59882,18592
8/15/2012,None-W,Infrastructure,2269,12150,2269,11623,0,0,0,-11418.44027,,,,,,,out,715,11780,7166,4457,14,143,8910.343443,6903.015486,18213
8/16/2012,None-W,Infrastructure,1944,12074,1944,11613,0,0,0,-10748.81243,,,,,,,out,731,11780,7173,4440,7,160,8340.63511,6391.307153,17755
8/17/2012,Outflow,F&W,2684,11420,2684,10922,0,0,0,-10475.39548,,,,,,,out,724,11780,6494,4428,686,172,8562.468443,6619.140486,17834
8/18/2012,Outflow,F&W,3185,10880,3185,10403,0,0,0,-10427.00323,,,,,,,out,733,11780,5994,4409,1186,191,8905.301777,7013.97382,17744
8/19/2012,Outflow,F&W,3236,10858,3236,10392,0,0,0,-10430,,,,,,,out,826,11780,5993,4399,1187,201,8653.218443,6818.890486,17715
8/20/2012,Outflow,F&W,3444,10837,3444,10392,0,0,0,-10520,,,,,,,out,863,11780,5990,4402,1190,198,8441.468443,6592.140486,17917
8/21/2012,Outflow,F&W,3002,11326,3002,10887,0,0,0,-11000,,,,,,,out,808,11780,6488,4399,692,201,8234.76011,6436.432153,17913
8/22/2012,None-W,Infrastructure,2702,11849,2702,11394,0,0,0,-11530,,,,,,,out,790,11780,6989,4405,191,195,7700.343443,5953.015486,18084
8/23/2012,None-W,Infrastructure,2262,11889,2262,11417,0,0,0,-11550,,,,,,,out,755,11780,6993,4424,187,176,8426.343443,6677.015486,17688
8/24/2012,Outflow,F&W,2468,10930,2468,10434,0,0,0,-10760,,,,,,,out,743,11780,5999,4435,1181,165,8552.38511,6839.057153,16898
8/25/2012,Outflow,F&W,2895,9960,2895,9444,0,0,0,-9360,,,,,,,out,791,11780,4998,4446,2182,154,7826.38511,6178.057153,16289
8/26/2012,Outflow,F&W,3769,8900,3769,8400,0,0,0,-7910,,,,,,,out,807,11780,3985,4415,3195,185,8007.88511,6417.557153,16047
8/27/2012,Outflow,F&W,3892,9026,3892,8516,0,0,0,-7810,,,,,,,out,864,11780,3994,4522,3186,78,6656.718443,5062.390486,16299
8/28/2012,Outflow,F&W,2947,9476,2947,8962,0,0,0,-8430,,,,,,,out,825,11780,4489,4473,2691,127,8063.343443,6517.015486,15756
8/29/2012,Outflow,F&W,2533,9980,2533,9460,0,0,0,-8770,,,,,,,out,860,11780,4997,4463,2183,137,7937.301777,6441.97382,15795
8/30/2012,Outflow,F&W,2263,9967,2263,9461,0,0,0,-9190,,,,,,,out,847,11780,4998,4463,2182,137,7599.51011,6151.182153,15465
8/31/2012,Outflow,F&W,1583,10676,1583,10159,0,0,0,-9310,,,,,,,out,805,11780,5700,4459,1480,141,6371.689453,4977.361496,15440
9/1/2012,EC,HSB,3054,10361,3054,9925,0,0,0,-9060,,,,,,,out,815,11780,5492,4433,1688,167,6437.23112,4160.820009,16544
9/2/2012,EC,HSB,3385,10375,3385,9918,0,0,0,-9410,,,,,,,out,896,11780,5494,4424,1686,176,6109.522786,3827.111675,16895
9/3/2012,EC,HSB,3882,10343,3882,9910,0,0,0,-9720,,,,,,,out,942,11780,5491,4419,1689,181,6432.189453,4207.778342,17303
9/4/2012,None-W,Infrastructure,2397,11872,2397,11411,0,0,0,-10460,,,,,,,out,948,11780,6991,4420,189,180,6003.647786,3818.236675,17308
9/5/2012,None-W,Infrastructure,2998,11853,2998,11405,0,0,0,-10750,,,,,,,out,873,11780,6991,4414,189,186,5635.60612,3488.195009,17851
9/6/2012,None-W,Infrastructure,3290,11837,3290,11403,0,0,0,-10830,,,,,,,out,791,11780,6987,4416,193,184,5176.814453,3093.403342,18063
9/7/2012,None-W,Infrastructure,3471,12030,3471,11582,0,0,0,-10670,,,,,,,out,807,11780,7174,4408,6,192,5696.10612,3664.695009,18385
9/8/2012,None-W,Infrastructure,3724,11998,3724,11580,0,0,0,-10269.36645,,,,,,,out,863,11780,7171,4409,9,191,6114.564453,4141.153342,18548
9/9/2012,None-W,Infrastructure,4278,11823,4278,11391,0,0,0,-9931.627762,,,,,,,out,974,11780,6987,4404,193,196,5484.35612,3506.945009,18931
9/10/2012,EC,HSB,5044,11324,5044,10887,0,0,0,-9667.3842,,,,,,,out,1010,11780,6490,4397,690,203,5756.60612,3829.195009,19148
9/11/2012,EC,HSB,5962,10340,5962,9908,0,0,0,-9308.64405,,,,,,,out,986,11780,5495,4413,1685,187,5832.23112,3960.820009,19025
9/12/2012,EC,HSB,5860,10327,5860,9906,0,0,0,-8833.18125,,,,,,,out,937,11780,5491,4415,1689,185,5983.48112,4150.070009,18873
9/13/2012,EC,HSB,5733,10261,5733,9895,0,0,0,-9090,,,,,,,out,891,11780,5489,4406,1691,194,5459.147786,3671.736675,18634
9/14/2012,EC,HSB,6208,9751,6208,9411,0,0,0,-9050,,,,,,,out,888,11780,4989,4422,2191,178,6366.647786,4626.236675,18552
9/15/2012,EC,HSB,6624,9250,6624,8920,0,0,0,-8780,,,,,,,out,953,11780,4499,4421,2681,179,6285.98112,4603.570009,18409
9/16/2012,EC,HSB,6738,8807,6738,8399,0,0,0,-8670,,,,,,,out,967,11780,3988,4411,3192,189,5988.522786,4308.111675,18078
9/17/2012,EC,HSB,6996,8212,6996,7804,0,0,0,-7970,,,,,,,out,992,11780,3985,3819,3195,781,6200.272786,4569.861675,17691
9/18/2012,EC,HSB,6909,7924,6909,7538,0,0,0,-7970,,,,,,,out,981,11780,3986,3552,3194,1048,6139.772786,4562.361675,17263
9/19/2012,EC,HSB,5711,7947,5711,7533,0,0,0,-7750,,,,,,,out,991,11780,3990,3543,3190,1057,6507.814453,4980.403342,16038
9/20/2012,EC,HSB,6123,7198,6123,6797,0,0,0,-6680,,,,,,,out,956,11780,3498,3299,3682,1301,6709.48112,5181.070009,15702
9/21/2012,EC,HSB,6265,7276,6265,6878,0,0,0,-6440,,,,,,,out,1000,11780,3489,3389,3691,1211,5751.564453,4277.153342,15868
