Date,Control,Category,OUT,EXPORTS,HSB,ProjectExports,ATE,AUO,FW,OMR,ESA,Both,AF,DS,DSVOL,OMRDIF,HORB,Vernalis,SystemCapacity,SWP,CVP,SWPbelowCap,CVPbelowCap,UnimpairedDeltaIn,UnimpairedDeltaOut,TOT
9/22/2012,EC,HSB,6047,7456,6047,7050,0,0,0,-6390,,,,,,,out,993,11780,3494,3556,3686,1044,5958.272786,4535.861675,15779
9/23/2012,EC,HSB,5854,7462,5854,7057,0,0,0,-6590,,,,,,,out,1050,11780,3496,3561,3684,1039,6820.397786,5391.986675,15597
9/24/2012,EC,HSB,5372,7843,5372,7483,0,0,0,-6640,,,,,,,out,1130,11780,3991,3492,3189,1108,6527.98112,5145.570009,15450
9/25/2012,EC,HSB,4349,8463,4349,8050,0,0,0,-7220,,,,,,,out,1060,11780,3994,4056,3186,544,7198.522786,5874.111675,14989
9/26/2012,EC,HSB,3999,8520,3999,8138,0,0,0,-7490,,,,,,,out,981,11780,3990,4148,3190,452,6805.272786,5478.861675,14698
9/27/2012,EC,HSB,4256,8277,4256,7879,0,0,0,-7360,,,,,,,out,956,11780,3491,4388,3689,212,5020.522786,3747.111675,14659
9/28/2012,EC,HSB,3918,8368,3918,7967,0,0,0,-7300,,,,,,,out,974,11780,3494,4473,3686,127,5544.85612,4268.445009,14415
9/29/2012,EC,HSB,4220,8281,4220,7898,0,0,0,-6680,,,,,,,out,1030,11780,3499,4399,3681,201,6744.772786,5516.361675,14583
9/30/2012,EC,HSB,3847,8271,3847,7911,0,0,0,-6880,,,,,,,out,1050,11780,3497,4414,3683,186,6386.814453,5157.403342,14201
10/1/2012,Outflow,F&W,3888,8118,3888,7858,0,0,0,-7130,,,,,,,out,1070,11280,3494,4364,3186,236,6472.956496,4426.322088,14091
10/2/2012,Outflow,F&W,3902,8043,3902,7788,0,0,0,-7550,,,,,,,out,975,11280,3495,4293,3185,307,6256.16483,4258.530421,13981
10/3/2012,Outflow,F&W,3646,8054,3646,7781,0,0,0,-7940,,,,,,,out,1020,11280,3488,4293,3192,307,6800.66483,4850.030421,13689
10/4/2012,Outflow,F&W,4073,8038,4073,7765,0,0,0,-7570,,,,,,,out,993,11280,3491,4274,3189,326,5414.206496,3464.572088,14100
10/5/2012,Outflow,F&W,5285,8562,4800,8276,485,0,485,-6760,,,,,,,out,1070,11280,3993,4283,2687,317,4879.78983,2978.155421,15786
10/6/2012,Outflow,F&W,4385,9658,4385,9276,0,0,0,-8030,,,,,,,out,1120,11280,4996,4280,1684,320,5414.206496,3572.572088,15923
10/7/2012,Outflow,F&W,4409,9534,4409,9269,0,0,0,-8150,,,,,,,out,1170,11280,4994,4275,1686,325,5726.78983,3868.155421,15840
10/8/2012,Outflow,F&W,4633,9526,4633,9258,0,0,0,-8050,,,,,,,out,1270,11280,4990,4268,1690,332,6180.53983,4324.905421,16053
10/9/2012,Outflow,F&W,4454,10082,4454,9815,0,0,0,-8640,,,,,,,out,1250,11280,5499,4316,1181,284,5419.248163,3565.613755,16428
10/10/2012,Outflow,F&W,3522,10180,3522,9901,0,0,0,-9230,,,,,,,out,1280,11280,5489,4412,1191,188,6251.123163,4450.488755,15541
10/11/2012,Outflow,F&W,3353,10163,3353,9912,0,0,0,-8980,,,,,,,out,1440,11280,5492,4420,1188,180,5812.498163,4006.863755,15360
10/12/2012,Outflow,F&W,4166,9658,4166,9404,0,0,0,-7980,,,,,,,out,1520,11280,4994,4410,1686,190,4839.456496,3031.822088,15670
10/13/2012,Outflow,F&W,3889,8641,3889,8396,0,0,0,-7490,,,,,,,out,1480,11280,3990,4406,2690,194,5953.66483,4143.030421,14379
10/14/2012,Outflow,F&W,3794,7654,3794,7409,0,0,0,-7100,,,,,,,out,1570,11280,2997,4412,3683,188,6548.581496,4788.947088,13246
10/15/2012,Outflow,F&W,3534,7189,3534,6915,0,0,0,-6430,,,,,,,out,1840,11280,2498,4417,4182,183,6745.206496,4977.572088,12528
10/16/2012,Outflow,F&W,3371,7181,3371,6913,0,0,0,-6050,,,,,,,out,2100,11280,2483,4430,4197,170,6573.78983,4808.155421,12356
10/17/2012,Outflow,F&W,3617,6696,3617,6429,0,0,0,-5330,,,,,,,out,2170,11280,1996,4433,4684,167,6452.78983,4695.155421,12109
10/18/2012,Outflow,F&W,3470,6691,3470,6432,0,0,0,-5170,,,,,,,out,2170,11280,1999,4433,4681,167,6392.28983,4685.655421,11906
10/19/2012,Outflow,F&W,3996,6031,3996,5796,0,0,0,-4650,,,,,,,out,2170,11280,1995,3801,4685,799,6004.081496,4299.447088,11769
10/20/2012,Outflow,F&W,4248,5720,4248,5486,0,0,0,-3980,,,,,,,out,2220,11280,1994,3492,4686,1108,6503.206496,4797.572088,11712
10/21/2012,Outflow,F&W,4697,5729,4697,5501,0,0,0,-3430,,,,,,,out,2430,11280,1993,3508,4687,1092,6427.581496,4718.947088,12172
10/22/2012,EC,HSB,8068,5675,8068,5457,0,0,0,-3220,,,,,,,out,2790,11280,1996,3461,4684,1139,6820.831496,7171.197088,13431
10/23/2012,EC,HSB,9561,5717,9561,5528,0,0,0,-3410,,,,,,,out,2730,11280,1993,3535,4687,1065,10344.9565,11432.32209,14228
10/24/2012,EC,HSB,8658,6185,8658,6024,0,0,0,-4090,,,,,,,out,2610,11280,2499,3525,4181,1075,9059.331496,10144.69709,13796
10/25/2012,EC,HSB,8109,7170,8109,7024,0,0,0,-4790,,,,,,,out,2810,11280,3499,3525,3181,1075,10470.99816,11555.36375,14234
10/26/2012,Outflow,F&W,4352,10136,4352,10000,0,0,0,-6640,,,,,,,out,2680,11280,6486,3514,194,1086,8323.248163,9407.613755,13442
10/27/2012,Outflow,F&W,1802,10044,1802,9934,0,0,0,-7680,,,,,,,out,2430,11280,6674,3260,6,1340,9195.456496,8171.822088,12908
10/28/2012,Outflow,F&W,2424,8192,2424,8094,0,0,0,-6940,,,,,,,out,2140,11280,6673,1421,7,3179,8262.748163,6561.113755,12356
10/29/2012,Outflow,F&W,3215,7176,3215,7027,0,0,0,-5750,,,,,,,out,1860,11280,3590,3437,3090,1163,8187.123163,6536.488755,12080
10/30/2012,Outflow,F&W,3776,6383,3776,6228,0,0,0,-5110,,,,,,,out,1610,11280,2717,3511,3963,1089,9064.373163,7418.738755,11843
10/31/2012,Outflow,F&W,3227,6537,3227,6375,0,0,0,-4820,,,,,,,out,1480,11280,2988,3387,3692,1213,8555.16483,6899.530421,11458
11/1/2012,Outflow,F&W,4655,6168,4655,6018,0,0,0,-4220,,,,,,,out,1400,11280,2480,3538,4200,1062,14300.84635,12701.0019,11827
11/2/2012,Outflow,F&W,4686,6163,4686,5986,0,0,0,-4160,,,,,,,out,1360,11280,1996,3990,4684,610,12914.38801,11316.54357,11850
11/3/2012,Outflow,F&W,4844,6385,4800,6201,44,0,44,-4560,,,,,,,out,1340,11280,1997,4204,4683,396,12546.34635,10948.5019,12231
11/4/2012,Outflow,F&W,4836,6583,4800,6397,36,0,36,-4640,,,,,,,out,1330,11280,1997,4400,4683,200,9884.346345,8284.501901,12423
11/5/2012,Outflow,F&W,4785,6424,4785,6218,0,0,0,-4830,,,,,,,out,1320,11280,1993,4225,4687,375,10756.55468,9157.710234,12212
11/6/2012,Outflow,F&W,4204,6420,4204,6217,0,0,0,-5000,,,,,,,out,1300,11280,1991,4226,4689,374,9627.221345,7339.376901,12316
11/7/2012,Outflow,F&W,3623,6429,3623,6229,0,0,0,-5400,,,,,,,out,1260,11280,1992,4237,4688,363,10302.80468,8013.960234,11745
11/8/2012,Outflow,F&W,3759,6426,3759,6229,0,0,0,-4940,,,,,,,out,1250,11280,1992,4237,4688,363,11790.09635,9783.251901,11596
11/9/2012,Outflow,F&W,4080,6429,4080,6225,0,0,0,-4480,,,,,,,out,1240,11280,1989,4236,4691,364,12974.88801,11144.04357,11743
11/10/2012,Outflow,F&W,4090,5941,4090,5731,0,0,0,-3810,,,,,,,out,1260,11280,1499,4232,5181,368,11815.30468,10033.46023,11216
11/11/2012,Outflow,F&W,3749,5928,3749,5713,0,0,0,-3840,,,,,,,out,1250,11280,1493,4220,5187,380,11477.51301,9693.668568,10864
11/12/2012,Outflow,F&W,3339,5938,3339,5708,0,0,0,-4160,,,,,,,out,1270,11280,1496,4212,5184,388,10575.05468,8791.210234,10463
11/13/2012,Outflow,F&W,5192,3478,4800,3237,392,0,392,-2930,,,,,,,out,1250,11280,1481,1756,5199,2844,10716.22135,8703.376901,10085
11/14/2012,Outflow,F&W,5541,3151,4800,2918,741,0,741,-2621,,,,,,,out,1240,11280,1493,1425,5187,3175,11124.59635,8888.751901,10331
11/15/2012,Outflow,F&W,3513,5268,3513,5053,0,0,0,-4190,,,,,,,out,1260,11280,1492,3561,5188,1039,11885.88801,9604.043568,10466
11/16/2012,Outflow,F&W,4511,5248,4511,5044,0,0,0,-4150,,,,,,,out,1260,11280,1490,3554,5190,1046,10963.26301,9365.418568,10760
11/17/2012,Outflow,F&W,6982,5206,4800,5024,2182,0,2182,-4150,,,,,,,out,1260,11280,1491,3533,5189,1067,12455.59635,12909.7519,11138
11/18/2012,Outflow,F&W,11466,5235,4800,5051,6229,437,6229,-3710,,,,,,,out,1310,11280,1499,3552,5181,1048,28034.34635,30556.5019,13582
11/19/2012,E/I,F&W,8850,9717,4800,9523,1757,2293,1757,-6150,,,,,,,out,1330,11280,5996,3527,684,1073,31049.26301,33576.41857,15444
11/20/2012,E/I,F&W,10498,9692,4800,9522,1758,3940,1758,-8310,,,,,,,out,1300,11280,5997,3525,683,1075,22513.72135,24985.8769,17121
11/21/2012,E/I,F&W,11851,9322,4800,9150,2130,4921,2130,-7500,,,,,,,out,1300,11280,4997,4153,1683,447,24389.22135,27547.3769,17418
11/22/2012,E/I,F&W,8735,9558,4800,9388,1892,2043,1892,-7020,,,,,,,out,1310,11280,4997,4391,1683,209,45654.97135,46753.1269,16598
11/23/2012,E/I,F&W,8195,9046,4800,8877,2403,992,2403,-7460,,,,,,,out,1310,11280,4491,4386,2189,214,38752.92968,37787.08523,17610
11/24/2012,E/I,F&W,9863,8550,4800,8381,2899,2164,2899,-7540,,,,,,,out,1310,11280,3995,4386,2685,214,24137.13801,23170.29357,18783
11/25/2012,E/I,F&W,8175,8574,4800,8390,2890,485,2890,-7540,,,,,,,out,1320,11280,3998,4392,2682,208,18147.63801,17131.79357,17168
11/26/2012,E/I,F&W,5071,8561,4800,8393,271,0,271,-6980,,,,,,,out,1300,11280,3992,4401,2688,199,17204.84635,14813.0019,15427
11/27/2012,E/I,F&W,3468,9082,3468,8898,0,0,0,-7410,,,,,,,out,1270,11280,4492,4406,2188,194,15959.55468,13525.71023,14388
11/28/2012,E/I,F&W,3580,9586,3580,9407,0,0,0,-8130,,,,,,,out,1260,11280,4986,4421,1694,179,16312.47135,14739.6269,14142
11/29/2012,E/I,F&W,4609,10043,4609,9867,0,0,0,-8360,,,,,,,out,1300,11280,5488,4379,1192,221,22170.88801,20596.04357,15630
11/30/2012,E/I,F&W,16931,10065,4800,9896,1384,10747,1384,-8330,,,,,,,out,1370,11280,5495,4401,1185,199,60921.13801,67314.29357,20006
12/1/2012,None-W,Infrastructure,32234,11059,4800,10909,0,27434,0,-8160,,,,,,,out,1570,11280,6490,4419,190,181,181619.8292,187346.8185,35206
12/2/2012,None-W,Infrastructure,59683,11135,4800,11003,0,54883,0,-8830,,,,,,,out,1610,11280,6677,4326,3,274,241247.6209,254539.6101,55167
12/3/2012,None-W,Infrastructure,67488,11216,4800,11075,0,62688,0,-7660,,,,,,,out,1790,11280,6668,4407,12,193,275132.6626,287507.6518,63970
12/4/2012,None-W,Infrastructure,68580,11196,4800,11061,0,63780,0,-8560,,,,,,,out,1800,11280,6676,4385,4,215,118362.0376,130687.0268,65093
12/5/2012,None-W,Infrastructure,60815,11219,4800,11066,0,56015,0,-8440,,,,,,,out,1770,11280,6676,4390,4,210,147689.4126,153545.4018,63818
12/6/2012,None-W,Infrastructure,60197,11236,4800,11052,0,55397,0,-8090,,,,,,,out,1830,11280,6670,4382,10,218,141009.2042,145748.1935,64335
12/7/2012,None-W,Infrastructure,53162,11071,4800,10927,0,48362,0,-7940,,,,,,,out,1790,11280,6551,4376,129,224,130462.0376,127558.0268,64778
12/8/2012,Salvage,AF,56602,6132,4800,6003,5277,46525,0,-5970,5277,,5277,,,,out,1720,11280,2695,3308,3985,1292,99959.95423,97055.94348,63279
12/9/2012,Salvage,AF,52721,6134,4800,6003,5277,42644,0,-4620,5277,,5277,,,,out,1670,11280,3196,2807,3484,1793,86448.28756,83544.27681,59400
12/10/2012,Salvage,AF,44499,6079,4800,5957,5323,34376,0,-5040,5323,,5323,,,,out,1610,11280,3194,2763,3486,1837,75991.8709,71432.86014,52778
12/11/2012,None-W,Infrastructure,33359,10707,4800,10584,0,28559,0,-8150,,,,,,,out,1570,11280,6673,3911,7,689,65479.9959,60920.98514,46266
12/12/2012,None-W,Infrastructure,28653,11220,4800,11096,0,23853,0,-9550,,,,,,,out,1530,11280,6671,4425,9,175,61320.6209,57678.61014,41156
12/13/2012,None-W,Infrastructure,24386,11206,4800,11092,0,19586,0,-8830,,,,,,,out,1490,11280,6671,4421,9,179,60544.20423,56902.19348,36875
12/14/2012,None-W,Infrastructure,21621,11219,4800,11109,0,16821,0,-8670,,,,,,,out,1460,11280,6680,4429,0,171,58446.8709,54804.86014,34123
12/15/2012,None-B,Maintenance,19695,11186,4800,11052,0,14895,0,-8410,,,,,,,out,1430,11756.66667,6676,4376,480.6666667,224,56021.82923,53067.81848,31476
12/16/2012,None-W,Infrastructure,15119,11562,4800,11460,0,10319,0,-9010,,,,,,,out,1420,11753.33333,7091,4369,62.33333333,231,52598.53756,49644.52681,27276
12/17/2012,None-W,Infrastructure,13499,11571,4800,11456,0,8699,0,-9160,,,,,,,out,1410,11750,7091,4365,59,235,55845.3709,52432.36014,26124
12/18/2012,None-W,Infrastructure,15740,11436,4800,11331,0,10940,0,-7270,,,,,,,out,1420,11753.33333,7093,4238,60.33333333,362,71625.78756,68262.77681,28180
12/19/2012,DS-OMR,DS,27491,3985,4800,3880,7873.333333,14817.66667,0,-3440,7873.333333,,0,7873.333333,,,out,1420,11753.33333,1488,2392,5665.333333,2208,71691.32923,68328.31848,32480
12/20/2012,DS-OMR,DS,29371,2586,4800,2482,9268,15303,0,-2161,9268,,0,9268,,,out,1410,11750,1498,984,5652,3616,61280.28756,57229.27681,33648
12/21/2012,DS-OMR,DS,28477,2578,4800,2480,9260,14417,0,-2223,9260,,0,9260,,,out,1380,11740,1493,987,5647,3613,58300.66256,54758.65181,32238
12/22/2012,DS-OMR,DS,37994,1665,4800,1571,10179,23015,0,-767,10179,,0,10179,,,out,1410,11750,698,873,6452,3727,68419.28756,69003.27681,36716
12/23/2012,DS-OMR,DS,58777,1625,4800,1516,10287.33333,43689.66667,0,-236,10287.33333,,0,10287.33333,,,out,1570,11803.33333,697,819,6506.333333,3781,105798.2042,108954.1935,54888
12/24/2012,DS-OMR,DS,70790,2514,4800,2404,9559.333333,56430.66667,0,-315,9559.333333,,0,9559.333333,,,out,2050,11963.33333,1492,912,5871.333333,3688,127129.4959,130292.4851,67783
12/25/2012,DS-OMR,DS,80334,2581,4800,2478,9978.666667,65555.33333,0,-859,9978.666667,,0,9978.666667,,,out,3530,12456.66667,1490,988,6366.666667,3612,129504.1209,133856.1101,76204
12/26/2012,DS-OMR,DS,88980,3077,4800,2982,9471.333333,74708.66667,0,-403,9471.333333,,0,9471.333333,,,out,3520,12453.33333,1990,992,5863.333333,3608,117651.1626,121544.1518,85805
12/27/2012,DS-OMR,DS,87188,3285,4800,3188,9128.666667,73259.33333,0,-18,9128.666667,,0,9128.666667,,,out,3110,12316.66667,1879,1309,5837.666667,3291,95291.3709,94657.36014,88748
12/28/2012,DS-OMR,DS,76241,3739,4800,3643,8780.333333,62660.66667,0,-992,8780.333333,,0,8780.333333,,,out,3430,12423.33333,1996,1647,5827.333333,2953,89256.4959,86093.48514,80784
12/29/2012,DS-OMR,DS,67455,3742,4800,3645,8735,53920,0,-1202,8735,,0,8735,,,out,3300,12380,1986,1659,5794,2941,71192.20423,68079.19348,71951
12/30/2012,DS-OMR,DS,60127,3739,4800,3634,8652.666667,46674.33333,0,-844,8652.666667,,0,8652.666667,,,out,3020,12286.66667,1996,1638,5690.666667,2962,65021.20423,60812.19348,65716
12/31/2012,DS-OMR,DS,52879,3680,4800,3581,8612.333333,39466.66667,0,-474,8612.333333,,0,8612.333333,,,out,2740,12193.33333,1992,1589,5601.333333,3011,62727.2459,58797.23514,58130
1/1/2013,DS-OMR,DS,45278,3885,4800,3604,8502.666667,31975.33333,0,-584,8502.666667,5069.38674,0,3433.279927,,3000,out,2480,12106.66667,1998,1606,5508.666667,2994,32947.96252,30810.97865,50628
1/2/2013,DS-OMR,DS,38253,5171,4800,4893,7140.333333,26312.66667,0,-1776,7140.333333,3707.053407,0,3433.279927,,3000,out,2260,12033.33333,2410,2483,5023.333333,2117,31611.92085,29521.93698,44842
1/3/2013,DS-OMR,DS,33966,6101,4800,5800,6176.666667,22989.33333,0,-2810,6176.666667,2743.38674,0,3433.279927,,3000,out,2090,11976.66667,2992,2808,4384.666667,1792,29242.33752,27201.35365,41437
1/4/2013,DS-OMR,DS,33363,4238,4800,3985,7961.666667,20601.33333,0,-2357,7961.666667,4528.38674,0,3433.279927,,3000,out,2000,11946.66667,1997,1988,5349.666667,2612,27513.04585,25523.06198,38919
1/5/2013,DS-OMR,DS,33773,3902,4800,3636,8290.666667,20682.33333,0,-2479,8290.666667,6574.026703,0,1716.639963,,1500,out,1940,11926.66667,1996,1640,5330.666667,2960,31037.17085,32765.18698,35276
1/6/2013,DS-OMR,DS,33794,4294,4800,4033,7910.333333,21083.66667,0,-2858,7910.333333,6193.69337,0,1716.639963,,1500,out,1990,11943.33333,1554,2479,5789.333333,2121,26686.21252,30982.22865,33120
1/7/2013,DS-OMR,DS,31002,5401,4800,5132,6851.333333,19350.66667,0,-3059,6851.333333,5134.69337,0,1716.639963,,1500,out,2110,11983.33333,2315,2817,5068.333333,1783,27190.37919,31490.39532,31431
1/8/2013,DS-OMR,DS,29895,4332,4800,4057,7989.666667,17105.33333,0,-2644,7989.666667,6273.026703,0,1716.639963,,1500,out,2300,12046.66667,3358,699,4088.666667,3901,26817.29585,31113.31198,29259
1/9/2013,DS-OMR,DS,29525,4109,4800,3837,8243,16482,0,-2554,8243,6526.360037,0,1716.639963,,1500,out,2400,12080,3837,0,3643,4600,24271.25419,28897.27032,28337
1/10/2013,DS-OMR,DS,24596,4661,4800,4368,7688.666667,12107.33333,0,-2040,7688.666667,5972.026703,0,1716.639963,,1500,out,2330,12056.66667,4368,0,3088.666667,4600,25738.37919,26517.39532,27806
1/11/2013,DS-OMR,DS,21920,4861,4800,4560,7453.333333,9666.666667,0,-2189,7453.333333,5736.69337,0,1716.639963,,1500,out,2200,12013.33333,4079,481,3334.333333,4119,27326.50419,25583.52032,27852
1/12/2013,DS-OMR,DS,19654,6246,4800,5952,6018,8836,0,-3730,6018,4301.360037,0,1716.639963,,1500,out,2070,11970,3991,1961,3379,2639,28143.25419,26450.27032,26921
1/13/2013,DS-OMR,DS,19184,6285,4800,6000,5933.333333,8450.666667,0,-3910,5933.333333,4216.69337,0,1716.639963,,1500,out,1960,11933.33333,3494,2506,3839.333333,2094,27170.21252,25477.22865,26490
1/14/2013,DS-OMR,DS,19030,5513,4800,5216,6690.666667,7539.333333,0,-3097,6690.666667,4974.026703,0,1716.639963,,1500,out,1880,11906.66667,2499,2717,4807.666667,1883,25324.96252,23452.97865,25743
1/15/2013,DS-OMR,DS,17900,5484,4800,5237,6653,6447,0,-3330,6653,4936.360037,0,1716.639963,,1500,out,1830,11890,2490,2747,4800,1853,25778.71252,23906.72865,24584
1/16/2013,DS-OMR,DS,16830,5388,4800,5104,6772.666667,5257.333333,0,-3350,6772.666667,5056.026703,0,1716.639963,,1500,out,1790,11876.66667,2999,2105,4277.666667,2495,24432.58752,22610.60365,23368
1/17/2013,DS-OMR,DS,16482,4763,4800,4478,7382,4300,0,-3101,7382,5665.360037,0,1716.639963,,1500,out,1740,11860,3494,984,3766,3616,24402.33752,22580.35365,22395
1/18/2013,DS-OMR,DS,15379,5273,4800,4980,6866.666667,3712.333333,0,-3460,6866.666667,5150.026703,0,1716.639963,,1500,out,1700,11846.66667,3997,983,3249.666667,3617,22582.29585,20810.31198,21752
1/19/2013,DS-OMR,DS,14923,5267,4800,4974,6856,3267,0,-3970,6856,5139.360037,0,1716.639963,,1500,out,1650,11830,3990,984,3240,3616,21715.12919,19943.14532,21290
1/20/2013,DS-OMR,DS,14471,4786,4800,4486,7334,2337,0,-3680,7334,5617.360037,0,1716.639963,,1500,out,1620,11820,3499,987,3721,3613,21397.50419,19630.52032,20352
1/21/2013,DS-OMR,DS,13994,4772,4800,4484,7326,1868,0,-3410,7326,5609.360037,0,1716.639963,,1500,out,1590,11810,3497,987,3713,3613,20631.17085,18912.18698,19813
1/22/2013,DS-OMR,DS,13673,4784,4800,4486,7320.666667,1552.333333,0,-3520,7320.666667,5604.026703,0,1716.639963,,1500,out,1580,11806.66667,3497,989,3709.666667,3611,22032.75419,20312.77032,19505
1/23/2013,DS-OMR,DS,13837,4779,4800,4482,7318,1719,0,-3180,7318,5601.360037,0,1716.639963,,1500,out,1560,11800,3491,991,3709,3609,23066.29585,21623.31198,19386
1/24/2013,DS-OMR,DS,14918,4445,4800,4158,7635.333333,2482.666667,0,-2293,7635.333333,5918.69337,0,1716.639963,,1500,out,1540,11793.33333,2491,1667,4702.333333,2933,22738.58752,21754.60365,19675
1/25/2013,DS-OMR,DS,16629,3001,4800,2726,9064,2765,0,-1878,9064,6202.933394,0,2861.066606,,2500,out,1530,11790,993,1733,6197,2867,28960.00419,28205.02032,19713
1/26/2013,DS-OMR,DS,16841,3250,4800,2969,8814.333333,3226.666667,0,-1886,8814.333333,5953.266728,0,2861.066606,,2500,out,1510,11783.33333,996,1973,6187.333333,2627,32307.67085,31552.68698,20174
1/27/2013,DS-OMR,DS,18487,3253,4800,2966,8810.666667,4876.333333,0,-1153,8810.666667,5949.600061,0,2861.066606,,2500,out,1490,11776.66667,990,1976,6186.666667,2624,36739.29585,36034.31198,21773
1/28/2013,DS-OMR,DS,18517,3259,4800,2962,8801.333333,4915.666667,0,-960,8801.333333,5940.266728,0,2861.066606,,2500,out,1450,11763.33333,993,1969,6170.333333,2631,36552.75419,35618.77032,22038
1/29/2013,DS-OMR,DS,18251,3243,4800,2950,8816.666667,4634.333333,0,-921,8816.666667,5955.600061,0,2861.066606,,2500,out,1460,11766.66667,990,1960,6176.666667,2640,32206.83752,30813.85365,22215
1/30/2013,DS-OMR,DS,17499,3751,4800,3447,8319.666667,4379.333333,0,-1563,8319.666667,5458.600061,0,2861.066606,,2500,out,1460,11766.66667,1496,1951,5670.666667,2649,29605.33752,27983.35365,22200
1/31/2013,DS-OMR,DS,17179,3757,4800,3448,8328.666667,4050.333333,0,-1974,8328.666667,5467.600061,0,2861.066606,,2500,out,1490,11776.66667,1499,1949,5677.666667,2651,29610.37919,28038.39532,21836
2/1/2013,DS-OMR,DS,16747,4064,4800,3756,8107.333333,3839.666667,4266.933333,-2441,3840.4,979.3333944,0,2861.066606,,2500,out,1750,11863.33333,1489,2267,5774.333333,2333,26857.34546,25299.86927,21704
2/2/2013,DS-OMR,DS,16392,4183,4800,3902,7994.666667,3597.333333,4380.416667,-2566,3614.25,753.1833944,0,2861.066606,,2500,out,1850,11896.66667,1497,2405,5799.666667,2195,27669.05379,26104.5776,21475
2/3/2013,DS-OMR,DS,16087,4168,4800,3877,8033,3254,4505.75,-2526,3527.25,666.1833944,0,2861.066606,,2500,out,1890,11910,1489,2388,5821,2212,26882.55379,25318.0776,21155
2/4/2013,DS-OMR,DS,15650,4181,4800,3883,8030.333333,2819.666667,4657.483333,-2622,3372.85,511.7833944,0,2861.066606,,2500,out,1900,11913.33333,1493,2390,5820.333333,2210,27331.26212,25766.78593,20731
2/5/2013,DS-OMR,DS,15122,4179,4800,3893,8027,2295,4849.65,-2592,3177.35,316.2833944,0,2861.066606,,2500,out,1920,11920,1493,2400,5827,2200,26801.88712,25237.41093,20201
2/6/2013,DS-OMR,DS,15791,4170,4800,3884,8032.666667,2958.333333,4615.316667,-2350,3417.35,556.2833944,0,2861.066606,,2500,out,1910,11916.66667,1488,2396,5828.666667,2204,25052.42879,23487.9526,20861
2/7/2013,DS-OMR,DS,15454,4243,4800,3938,8015.333333,2638.666667,4744.383333,-2560,3270.95,409.8833944,0,2861.066606,,2500,out,2020,11953.33333,1489,2449,5864.333333,2151,24926.38712,23361.91093,20597
2/8/2013,DS-OMR,DS,15407,4294,4800,3990,8046.666667,2560.333333,4826.316667,-2313,3220.35,359.2833944,0,2861.066606,,2500,out,2270,12036.66667,1492,2498,5944.666667,2102,24366.76212,22802.28593,20601
2/9/2013,DS-OMR,DS,15146,4283,4800,3978,8078.666667,2267.333333,4941.516667,-2004,3137.15,276.0833944,0,2861.066606,,2500,out,2330,12056.66667,1490,2488,5966.666667,2112,25561.63712,23997.16093,20329
2/10/2013,DS-OMR,DS,15195,4278,4800,3968,8098.666667,2296.333333,4953.616667,-2040,3145.05,283.9833944,0,2861.066606,,2500,out,2360,12066.66667,1490,2478,5976.666667,2122,24850.76212,23336.28593,20323
2/11/2013,DS-OMR,DS,15911,3173,4800,2850,9213.333333,1897.666667,5100.433333,-1252,4112.9,,0,4112.9,,3750,out,2350,12063.33333,988,1862,6475.333333,2738,24049.13712,22574.66093,19894
2/12/2013,DS-OMR,DS,15610,2914,4800,2598,9458.666667,1351.333333,5281.366667,-844,4177.3,,0,4177.3,,3750,out,2330,12056.66667,986,1612,6470.666667,2988,24452.47046,22954.99427,19358
2/13/2013,DS-OMR,DS,14234,3946,4800,3648,8398.666667,1035.333333,5386.166667,-1572,3012.5,,0,3012.5,,3000,out,2300,12046.66667,1489,2159,5957.666667,2441,23318.09546,21803.61927,19030
2/14/2013,DS-OMR,DS,13567,4015,4800,3881,8159,608,5597.2,-2112,2561.8,,0,2561.8,,3000,out,2280,12040,1490,2391,5950,2209,21220.76212,19730.28593,18408
2/15/2013,DS-OMR,DS,13148,4024,4800,3871,8175.666667,172.3333333,5745.616667,-2115,2430.05,,0,2430.05,,2500,out,2300,12046.66667,1497,2374,5949.666667,2226,21871.13712,20376.66093,18003
2/16/2013,DS-OMR,DS,12843,4044,4800,3892,8043,0,5727.05,-2502,2315.95,,0,2315.95,,2500,out,2330,12056.66667,1500,2392,5956.666667,2208,22173.63712,20659.16093,17737
2/17/2013,DS-OMR,DS,12546,4058,4800,3905,7746,0,5542.1,-2544,2203.9,,0,2203.9,,2500,out,2340,12060,1499,2406,5961,2194,21714.84546,20200.36927,17454
2/18/2013,DS-OMR,DS,12200,4015,4800,3882,7400,0,5315.55,-2540,2084.45,,0,2084.45,,2500,out,2340,12060,1495,2387,5965,2213,21442.59546,19946.11927,17047
